iter	Logloss
174	0.3715243869
175	0.3707685117
176	0.370601866
177	0.3699278655
178	0.3687194188
179	0.3682800576
180	0.3678011364
181	0.3670356892
182	0.3659459573
183	0.3654123942
184	0.363610091
185	0.3618733088
186	0.3609902417
187	0.3595123997
188	0.3585523676
189	0.3583429478
190	0.3570887601
191	0.356618528
192	0.3562244133
193	0.3549554613
194	0.3542853461
195	0.3540234036
196	0.353465822
197	0.3533154594
198	0.3526849393
199	0.3523880641
200	0.3513904854
201	0.3494382081
202	0.3488642021
203	0.3468739545
204	0.3462491212
205	0.3452145965
206	0.344131611
207	0.3433736165
208	0.3424718292
209	0.3408561989
210	0.3396531917
211	0.3394201067
212	0.3386833403
213	0.3380685736
214	0.3372224878
215	0.3364743127
216	0.3358234123
217	0.3347855321
218	0.333487652
219	0.3327028486
220	0.3311697995
221	0.3305027573
222	0.3299235238
223	0.3293053662
224	0.3288301539
225	0.3282016825
226	0.3268244002
227	0.3255231645
228	0.3241230647
229	0.3237870181
230	0.3232671243
231	0.3224463639
232	0.3215709262
233	0.3211704537
234	0.3206901197
235	0.3197808089
236	0.3191340411
237	0.3183508979
238	0.3176720231
239	0.3167550122
240	0.3166214625
241	0.3162017752
242	0.3157581047
243	0.3152868483
244	0.3146529728
245	0.3142620369
246	0.3139372932
247	0.3136092998
248	0.3126277217
249	0.3120253528
250	0.3113828942
251	0.3109303227
252	0.30981961
253	0.3086053001
254	0.3080264904
255	0.3074358481
256	0.3065057684
257	0.3060567644
258	0.3054525941
259	0.3052270324
260	0.3047981969
261	0.3046106762
262	0.3042141243
263	0.303127748
264	0.3028115167
265	0.3025728861
266	0.301202986
267	0.3007054859
268	0.2993309586
269	0.2982822348
270	0.2980742278
271	0.2973412408
272	0.2967777252
273	0.2959724356
274	0.2954947507
275	0.2951679936
276	0.2941264047
277	0.2933817616
278	0.29284781
279	0.2920455226
280	0.2917811782
281	0.2915008333
282	0.2903089877
283	0.2899186523
284	0.2893282926
285	0.2892083768
286	0.288621249
287	0.2882375011
288	0.2879726269
289	0.2872200012
290	0.2867601889
291	0.2862890385
292	0.2859347661
293	0.2849554133
294	0.2844893491
295	0.2843126014
296	0.2837480262
297	0.2835112854
298	0.2831543816
299	0.2830774343
300	0.2826877347
301	0.2819320891
302	0.2807478375
303	0.2805806266
304	0.2802891378
305	0.2799310331
306	0.2795348344
307	0.2793587932
308	0.2780398616
309	0.2771621633
310	0.276856758
311	0.2761486901
312	0.27572155
313	0.2752078374
314	0.2742129079
315	0.2730725606
316	0.2726632224
317	0.2724393562
318	0.2718313182
319	0.2707744528
320	0.2699495068
321	0.2696341585
322	0.2692954452
323	0.2681867988
324	0.267956875
325	0.267064695
326	0.2667216372
327	0.2665141424
328	0.2664274993
329	0.2657344606
330	0.2650133769
331	0.2646034205
332	0.2644775179
333	0.2633806511
334	0.2631491908
335	0.2628175241
336	0.2625870175
337	0.2622105634
338	0.2614657084
339	0.2606734346
340	0.260409779
341	0.2597239282
342	0.2587363278
343	0.2584031776
344	0.2577066422
345	0.2572992466
346	0.2564411693
347	0.2563811761
348	0.2561226598
349	0.2558270737
350	0.2557234764
351	0.2548002844
352	0.2544568733
353	0.2539262418
354	0.253514961
355	0.2526055795
356	0.252080935
357	0.251197709
358	0.250627553
359	0.2505509765
360	0.2502119983
361	0.2496351313
362	0.2491691907
363	0.2486371994
364	0.2480554934
365	0.2480080922
366	0.2474743172
367	0.2471831286
368	0.2462818534
369	0.2456899042
370	0.2447801519
371	0.2445303952
372	0.2440691171
373	0.2439077872
374	0.243549241
375	0.2431658109
376	0.242830665
377	0.242763325
378	0.2422439081
379	0.242074366
380	0.2413044859
381	0.24105125
382	0.2402196284
383	0.2400068354
384	0.2392297144
385	0.2390598721
386	0.2387767898
387	0.238568359
388	0.2381422078
389	0.2373227013
390	0.236603313
391	0.236134017
392	0.2358722334
393	0.2356639085
394	0.2355264381
395	0.2352695465
396	0.2345773026
397	0.2343923427
398	0.2343775961
399	0.2342446292
400	0.2339936362
401	0.233804067
402	0.2337308636
403	0.2331718162
404	0.2331153375
405	0.2328750469
406	0.2325830106
407	0.2323770523
408	0.2319131427
409	0.2315418102
410	0.2307717712
411	0.2303226259
412	0.2302012797
413	0.2300742114
414	0.2300123992
415	0.2298268389
416	0.2292634116
417	0.2283843535
418	0.2281707481
419	0.2278465165
420	0.2275661539
421	0.2271765603
422	0.226760617
423	0.2265085644
424	0.2263705112
425	0.2256893405
426	0.2252709071
427	0.2250185896
428	0.2244508355
429	0.2238047564
430	0.223141476
431	0.2230102751
432	0.2228852201
433	0.2225794969
434	0.2220574838
435	0.221531762
436	0.2211216644
437	0.2209874966
438	0.2200105808
439	0.219734863
440	0.2194993408
441	0.2193974036
442	0.2193668154
443	0.2186876933
444	0.2182290113
445	0.2174364902
446	0.2171327626
447	0.216523559
448	0.216308947
449	0.2157313382
450	0.2153711672
451	0.2152728858
452	0.2149976448
453	0.2148202437
454	0.2146901201
455	0.2144409462
456	0.214279528
457	0.21416348
458	0.2137811979
459	0.2135164826
460	0.2126874747
461	0.2124075007
462	0.2122319186
463	0.2118569833
464	0.2117324405
465	0.2111592646
466	0.2109267623
467	0.2106648551
468	0.2103806602
469	0.2102636055
470	0.2101613327
471	0.2098166854
472	0.2096985358
473	0.2095735338
474	0.2094679938
475	0.2089615575
476	0.2085026635
477	0.2078970803
478	0.2076520037
479	0.2074932699
480	0.2070584474
481	0.2069289773
482	0.206657445
483	0.2064429566
484	0.2062137392
485	0.2061001813
486	0.2059747908
487	0.2053279523
488	0.2051666401
489	0.2051364051
490	0.2048705419
491	0.2044990504
492	0.2042028992
493	0.2037824525
494	0.2032250652
495	0.202899509
496	0.2025742354
497	0.2023759595
498	0.2018070574
499	0.2016253295
500	0.2014687503
501	0.2013516603
502	0.2009841071
503	0.2004352146
504	0.200289585
505	0.2002472348
506	0.1997004968
507	0.199497894
508	0.1988997636
509	0.1987905149
510	0.1986841096
511	0.1980704908
512	0.1980310193
513	0.197867729
514	0.1973158165
515	0.1971137789
516	0.1970062256
517	0.1969207834
518	0.1967745357
519	0.1961618
520	0.1960094946
521	0.1954692911
522	0.1948307708
523	0.1946184723
524	0.1943193188
525	0.1941537857
526	0.1937482799
527	0.1935802036
528	0.193292088
529	0.1930146394
530	0.1923994841
531	0.1920060758
532	0.1917839404
533	0.191439505
534	0.1911920795
535	0.1910748658
536	0.1908651105
537	0.1905814983
538	0.1904213164
539	0.190182156
540	0.1899366732
541	0.1895823302
542	0.1895503821
543	0.1892754943
544	0.1890898281
545	0.1889783895
546	0.1886597739
547	0.1884554051
548	0.1882978369
549	0.1878594646
550	0.1873304756
551	0.1871571541
552	0.1867615382
553	0.1863044456
554	0.1860010006
555	0.1858312995
556	0.185672866
557	0.185033445
558	0.1846652914
559	0.1843099064
560	0.1839550866
561	0.1836754304
562	0.1834958041
563	0.1829845464
564	0.1826453032
565	0.1823106342
566	0.1821428228
567	0.1820051758
568	0.1817814509
569	0.1814954193
570	0.181467798
571	0.181078275
572	0.1809325395
573	0.1807920668
574	0.1807062184
575	0.1805250203
576	0.180276076
577	0.1801975392
578	0.1799305986
579	0.1797200662
580	0.1793478507
581	0.178774763
582	0.1786013003
583	0.1784822676
584	0.1784330651
585	0.177962727
586	0.1774957798
587	0.1771444038
588	0.1768469987
589	0.1763446243
590	0.1762445944
591	0.176059405
592	0.1756683279
593	0.1755853936
594	0.1750275647
595	0.1748870567
596	0.1747984003
597	0.1746768422
598	0.1744347325
599	0.1739708583
600	0.1735484335
601	0.1733655223
602	0.1732379772
603	0.1731876444
604	0.1731630255
605	0.172910761
606	0.1727771759
607	0.1726992042
608	0.1726104595
609	0.1722691501
610	0.1718651983
611	0.1715493732
612	0.1713840873
613	0.1710811544
614	0.1707267761
615	0.1706366009
616	0.17008294
617	0.1697876365
618	0.1696865117
619	0.1695624987
620	0.1692404747
621	0.1691173271
622	0.168857963
623	0.1686928007
624	0.1686287986
625	0.1684899507
626	0.1683368683
627	0.1682599915
628	0.1679721938
629	0.1676080492
630	0.1675717742
631	0.1673344859
632	0.1672613003
633	0.1672225705
634	0.1670760755
635	0.1668699229
636	0.1666191596
637	0.1665209311
638	0.1663713102
639	0.1662972062
640	0.1661102154
641	0.1656285039
642	0.1653854582
643	0.1649948049
644	0.1648440714
645	0.1647611371
646	0.1645962044
647	0.1642057454
648	0.1637389395
649	0.1635848151
650	0.1633473326
651	0.1632164496
652	0.1629123864
653	0.1625889319
654	0.1625589441
655	0.1624903679
656	0.1622308449
657	0.1620945047
658	0.1617361705
659	0.1614427037
660	0.1613174368
661	0.1611857767
662	0.1610416483
663	0.1606183935
664	0.1602455422
665	0.1600978993
666	0.1599766767
667	0.1598416788
668	0.1595961959
669	0.1595735373
670	0.1595415186
671	0.159182107
672	0.1590327334
673	0.1589130825
674	0.1585827404
675	0.1584802557
676	0.1583521631
677	0.1582403889
678	0.1581133737
679	0.1578799
680	0.1577492467
681	0.157653738
682	0.1571165367
683	0.1569948903
684	0.156707852
685	0.1563812009
686	0.1560826831
687	0.1560372247
688	0.155850852
689	0.1557272805
690	0.1556450173
691	0.1554144753
692	0.1551946887
693	0.1550587195
694	0.154999786
695	0.1548773801
696	0.1547952228
697	0.1547259225
698	0.1546161263
699	0.1545442299
700	0.1543395961
701	0.154130865
702	0.1541155003
703	0.1540186493
704	0.1538266782
705	0.153743532
706	0.1536988152
707	0.153618477
708	0.1530687191
709	0.152820128
710	0.1527008127
711	0.1523888553
712	0.1521260297
713	0.1519738657
714	0.1517608784
715	0.1516978299
716	0.151599884
717	0.1515022384
718	0.1513692538
719	0.1510622236
720	0.1510218514
721	0.150833907
722	0.1506811778
723	0.1505792759
724	0.1504973129
725	0.1501200464
726	0.1500041397
727	0.1496283037
728	0.1494840693
729	0.1493779465
730	0.1493426252
731	0.1490681966
732	0.1490190294
733	0.1487407684
734	0.1486190513
735	0.1483708841
736	0.1482887621
737	0.1482654324
738	0.148086698
739	0.1479097914
740	0.147819157
741	0.1475394125
742	0.147352148
743	0.1470834591
744	0.1469029497
745	0.1468374023
746	0.1467201975
747	0.1466956668
748	0.1466802314
749	0.1464562328
750	0.1463809631
751	0.1463051372
752	0.1459847556
753	0.1456279401
754	0.1455535889
755	0.1452270967
756	0.1451356058
757	0.1448325404
758	0.1447501712
759	0.1446917763
760	0.1444323858
761	0.1443921548
762	0.1442452978
763	0.1442033273
764	0.1439258522
765	0.1436904448
766	0.1434079011
767	0.1430832103
768	0.1430314205
769	0.1428825325
770	0.142800702
771	0.1426404847
772	0.1424714459
773	0.1422318706
774	0.1417947345
775	0.1417034467
776	0.1416294222
777	0.1414715272
778	0.1412692335
779	0.141051469
780	0.1408476123
781	0.1407157845
782	0.1404709993
783	0.1404311569
784	0.1403599668
785	0.1401562602
786	0.1398816285
787	0.1398245494
788	0.1398071006
789	0.1394246154
790	0.1393998199
791	0.1393167884
792	0.1393027041
793	0.1392839838
794	0.1392258715
795	0.1389178435
796	0.1388042415
797	0.1386831248
798	0.1386448189
799	0.1383264241
800	0.1382135992
801	0.1381459854
802	0.138084288
803	0.137998528
804	0.1379162029
805	0.1378246943
806	0.1377147745
807	0.1374062962
808	0.1372245683
809	0.137192161
810	0.1371049528
811	0.137036509
812	0.1369018908
813	0.1367846683
814	0.1366459882
815	0.136522664
816	0.1364335837
817	0.1362176471
818	0.1361729569
819	0.1361514021
820	0.1361184827
821	0.1359106435
822	0.1358085385
823	0.1357244121
824	0.1356151634
825	0.1353716497
826	0.1352992411
827	0.1351236061
828	0.135055648
829	0.1348326824
830	0.1346099465
831	0.1346004804
832	0.1343877757
833	0.1343061041
834	0.1342308433
835	0.1341594149
836	0.1341505934
837	0.1338618243
838	0.1337635252
839	0.1335229874
840	0.1334729371
841	0.1334203084
842	0.1331940934
843	0.1329470211
844	0.1328095683
845	0.132745628
846	0.1326152395
847	0.1324559494
848	0.1324409732
849	0.1324222353
850	0.1323130925
851	0.1321437271
852	0.1320572518
853	0.1320167118
854	0.1317999363
855	0.1316971161
856	0.1314945398
857	0.1314203298
858	0.1313246356
859	0.1310718148
860	0.1308601609
861	0.1307394593
862	0.1306683046
863	0.1304772518
864	0.1304617016
865	0.1303532918
866	0.1302793644
867	0.1302334821
868	0.1301625746
869	0.1301011509
870	0.1300671012
871	0.1299054799
872	0.1298962346
873	0.1298268283
874	0.1297173677
875	0.1296623901
876	0.1295960568
877	0.1294039444
878	0.1292939363
879	0.1292279738
880	0.1291761663
881	0.1288751849
882	0.1288061672
883	0.1287920387
884	0.1287661129
885	0.1287497591
886	0.1286727941
887	0.1285199059
888	0.1283679538
889	0.1281300209
890	0.1280643675
891	0.1278608287
892	0.1278087828
893	0.1277691523
894	0.1275505843
895	0.1275008343
896	0.1274466515
897	0.1272997061
898	0.1271400275
899	0.1270127208
900	0.126960463
901	0.1268847783
902	0.1268170498
903	0.1267409678
904	0.1265624364
905	0.1264704422
906	0.1261328856
907	0.1259757236
908	0.12592351
909	0.1258837912
910	0.1258240806
911	0.1256953345
912	0.125545069
913	0.12547289
914	0.1253317815
915	0.1252353986
916	0.1251850481
917	0.1250011479
918	0.1248492753
919	0.1247384195
920	0.1246169585
921	0.1245257854
922	0.1242954201
923	0.1240789979
924	0.123862973
925	0.123818477
926	0.1236954795
927	0.1236827815
928	0.1236569793
929	0.1234973978
930	0.1232754566
931	0.123145492
932	0.1230346185
933	0.1229059608
934	0.1228712047
935	0.1227881114
936	0.1226999495
937	0.1226073371
938	0.1225473263
939	0.1224912184
940	0.1223748172
941	0.1222687651
942	0.1221170955
943	0.1220802466
944	0.1220632218
945	0.1220397684
946	0.1219584854
947	0.121824397
948	0.1217190248
949	0.1216704669
950	0.121635852
951	0.1215906408
952	0.1214277656
953	0.1213088212
954	0.1212488987
955	0.1211972855
956	0.1211639334
957	0.1209705317
958	0.1208834383
959	0.1208564617
960	0.1208007247
961	0.1207026552
962	0.1206829724
963	0.1204840166
964	0.1204295335
965	0.1202730073
966	0.1202148332
967	0.1201084102
968	0.1200232329
969	0.1199183111
970	0.1198961646
971	0.1197676835
972	0.1196519004
973	0.119609038
974	0.1195584491
975	0.1194543485
976	0.1193016105
977	0.1191505679
978	0.1191249512
979	0.1190656909
980	0.1190308995
981	0.1188111658
982	0.1187744317
983	0.1186630284
984	0.1185931453
985	0.1185690915
986	0.1184355153
987	0.1182584498
988	0.1181671178
989	0.1181344456
990	0.1180161017
991	0.1179039655
992	0.1178132605
993	0.1177597576
994	0.1177227232
995	0.117608088
996	0.1174267486
997	0.1171363371
998	0.1169325687
999	0.1168133241
